;set_id;name;year;theme;subtheme;themeGroup;category;pieces;minifigs;agerange_min;US_retailPrice;bricksetURL;thumbnailURL;imageURL
737;7720-1;Diesel Freight Train Set;1980;Trains;4.5/12V;Modern day;Normal;425.0;3.0;;;https://brickset.com/sets/7720-1;https://images.brickset.com/sets/small/7720-1.jpg;https://images.brickset.com/sets/images/7720-1.jpg
738;7730-1;Electric Goods Train Set;1980;Trains;4.5/12V;Modern day;Normal;512.0;2.0;;;https://brickset.com/sets/7730-1;https://images.brickset.com/sets/small/7730-1.jpg;https://images.brickset.com/sets/images/7730-1.jpg
739;7740-1;Inter-City Passenger Train Set;1980;Trains;4.5/12V;Modern day;Normal;786.0;10.0;;;https://brickset.com/sets/7740-1;https://images.brickset.com/sets/small/7740-1.jpg;https://images.brickset.com/sets/images/7740-1.jpg
740;7750-1;Steam Engine with Tender;1980;Trains;4.5/12V;Modern day;Normal;263.0;2.0;;;https://brickset.com/sets/7750-1;https://images.brickset.com/sets/small/7750-1.jpg;https://images.brickset.com/sets/images/7750-1.jpg
741;7760-1;Diesel Shunter Locomotive;1980;Trains;4.5/12V;Modern day;Normal;150.0;2.0;;;https://brickset.com/sets/7760-1;https://images.brickset.com/sets/small/7760-1.jpg;https://images.brickset.com/sets/images/7760-1.jpg
742;7810-1;Push-Along Steam Engine;1980;Trains;4.5/12V;Modern day;Normal;97.0;1.0;;;https://brickset.com/sets/7810-1;https://images.brickset.com/sets/small/7810-1.jpg;https://images.brickset.com/sets/images/7810-1.jpg
743;7814-1;Crane Wagon;1980;Trains;4.5/12V;Modern day;Normal;113.0;2.0;;;https://brickset.com/sets/7814-1;https://images.brickset.com/sets/small/7814-1.jpg;https://images.brickset.com/sets/images/7814-1.jpg
744;7816-1;Shell Tanker Wagon;1980;Trains;4.5/12V;Modern day;Normal;120.0;1.0;;;https://brickset.com/sets/7816-1;https://images.brickset.com/sets/small/7816-1.jpg;https://images.brickset.com/sets/images/7816-1.jpg
745;7818-1;Passenger Coach;1980;Trains;4.5/12V;Modern day;Normal;114.0;2.0;;;https://brickset.com/sets/7818-1;https://images.brickset.com/sets/small/7818-1.jpg;https://images.brickset.com/sets/images/7818-1.jpg
746;7820-1;Mail Van;1980;Trains;4.5/12V;Modern day;Normal;212.0;2.0;;;https://brickset.com/sets/7820-1;https://images.brickset.com/sets/small/7820-1.jpg;https://images.brickset.com/sets/images/7820-1.jpg
747;7822-1;Railway Station;1980;Trains;4.5/12V;Modern day;Normal;384.0;3.0;;;https://brickset.com/sets/7822-1;https://images.brickset.com/sets/small/7822-1.jpg;https://images.brickset.com/sets/images/7822-1.jpg
748;7834-1;Level Crossing;1980;Trains;4.5/12V;Modern day;Normal;91.0;1.0;;;https://brickset.com/sets/7834-1;https://images.brickset.com/sets/small/7834-1.jpg;https://images.brickset.com/sets/images/7834-1.jpg
749;7850-1;8 Straight Rails Grey 4.5V;1980;Trains;4.5/12V;Modern day;Normal;32.0;;;;https://brickset.com/sets/7850-1;https://images.brickset.com/sets/small/7850-1.jpg;https://images.brickset.com/sets/images/7850-1.jpg
750;7851-1;8 Curved Rails Grey 4.5V;1980;Trains;4.5/12V;Modern day;Normal;32.0;;;;https://brickset.com/sets/7851-1;https://images.brickset.com/sets/small/7851-1.jpg;https://images.brickset.com/sets/images/7851-1.jpg
751;7852-1;Left and Right Points Manual Grey 4.5V;1980;Trains;4.5/12V;Modern day;Normal;14.0;;;;https://brickset.com/sets/7852-1;https://images.brickset.com/sets/small/7852-1.jpg;https://images.brickset.com/sets/images/7852-1.jpg
752;7853-1;Crossing, Grey 4.5V;1980;Trains;4.5/12V;Modern day;Normal;5.0;;;;https://brickset.com/sets/7853-1;https://images.brickset.com/sets/small/7853-1.jpg;https://images.brickset.com/sets/images/7853-1.jpg
753;7854-1;8 Straight Electric Rails Grey 12V;1980;Trains;4.5/12V;Modern day;Normal;8.0;;;;https://brickset.com/sets/7854-1;https://images.brickset.com/sets/small/7854-1.jpg;https://images.brickset.com/sets/images/7854-1.jpg
754;7855-1;8 Curved Electric Rails Grey 12V;1980;Trains;4.5/12V;Modern day;Normal;8.0;;;;https://brickset.com/sets/7855-1;https://images.brickset.com/sets/small/7855-1.jpg;https://images.brickset.com/sets/images/7855-1.jpg
755;7856-1;Left and Right Manual Points with Electric Rails Grey 12V;1980;Trains;4.5/12V;Modern day;Normal;16.0;;;;https://brickset.com/sets/7856-1;https://images.brickset.com/sets/small/7856-1.jpg;https://images.brickset.com/sets/images/7856-1.jpg
756;7857-1;Crossing, Electric Rails Grey 12V;1980;Trains;4.5/12V;Modern day;Normal;5.0;;;;https://brickset.com/sets/7857-1;https://images.brickset.com/sets/small/7857-1.jpg;https://images.brickset.com/sets/images/7857-1.jpg
757;7858-1;Remote Controlled Points Right 12V;1980;Trains;4.5/12V;Modern day;Normal;12.0;;;;https://brickset.com/sets/7858-1;https://images.brickset.com/sets/small/7858-1.jpg;https://images.brickset.com/sets/images/7858-1.jpg
758;7859-1;Remote Controlled Points Left 12V;1980;Trains;4.5/12V;Modern day;Normal;12.0;;;;https://brickset.com/sets/7859-1;https://images.brickset.com/sets/small/7859-1.jpg;https://images.brickset.com/sets/images/7859-1.jpg
759;7860-1;Remote Controlled Signal 12V;1980;Trains;4.5/12V;Modern day;Normal;24.0;;;;https://brickset.com/sets/7860-1;https://images.brickset.com/sets/small/7860-1.jpg;https://images.brickset.com/sets/images/7860-1.jpg
760;7861-1;Lighting Set Electric 12V;1980;Trains;4.5/12V;Modern day;Normal;24.0;;;;https://brickset.com/sets/7861-1;https://images.brickset.com/sets/small/7861-1.jpg;https://images.brickset.com/sets/images/7861-1.jpg
761;7863-1;Remote Controlled Point Motor 12V;1980;Trains;4.5/12V;Modern day;Normal;7.0;;;;https://brickset.com/sets/7863-1;https://images.brickset.com/sets/small/7863-1.jpg;https://images.brickset.com/sets/images/7863-1.jpg
762;7864-1;Transformer / Speed Controller 12V;1980;Trains;4.5/12V;Modern day;Normal;33.0;;;;https://brickset.com/sets/7864-1;https://images.brickset.com/sets/small/7864-1.jpg;https://images.brickset.com/sets/images/7864-1.jpg
763;7865-1;Motor Replacement Unit for Battery or Motor-Less Trains 12V;1980;Trains;4.5/12V;Modern day;Normal;19.0;;;;https://brickset.com/sets/7865-1;https://images.brickset.com/sets/small/7865-1.jpg;https://images.brickset.com/sets/images/7865-1.jpg
764;8857-2;Motorcycles;1980;Technic;;Technical;Normal;377.0;;;;https://brickset.com/sets/8857-2;https://images.brickset.com/sets/small/8857-2.jpg;https://images.brickset.com/sets/images/8857-2.jpg
765;8858-2;Auto Engines;1980;Technic;;Technical;Normal;242.0;;;;https://brickset.com/sets/8858-2;https://images.brickset.com/sets/small/8858-2.jpg;https://images.brickset.com/sets/images/8858-2.jpg
766;8860-1;Car Chassis;1980;Technic;;Technical;Normal;668.0;;;;https://brickset.com/sets/8860-1;https://images.brickset.com/sets/small/8860-1.jpg;https://images.brickset.com/sets/images/8860-1.jpg
767;8888-1;Ideas Book;1980;Books;LEGO;Miscellaneous;Book;;;;;https://brickset.com/sets/8888-1;https://images.brickset.com/sets/small/8888-1.jpg;https://images.brickset.com/sets/images/8888-1.jpg
768;KCP03-1;WWF Female Minifigure Key Chain;1980;Gear;Key Chains/Promotional;Miscellaneous;Gear;;;;;https://brickset.com/sets/KCP03-1;;
769;1-11;Basic Souvenir Box;1981;Basic;;Basic;Normal;38.0;;;;https://brickset.com/sets/1-11;https://images.brickset.com/sets/small/1-11.jpg;https://images.brickset.com/sets/images/1-11.jpg
770;226-2;Building Ideas Book;1981;Books;LEGO;Miscellaneous;Book;;;;;https://brickset.com/sets/226-2;https://images.brickset.com/sets/small/226-2.jpg;https://images.brickset.com/sets/images/226-2.jpg
771;322-1;Basic Set;1981;Basic;;Basic;Normal;53.0;;;;https://brickset.com/sets/322-1;https://images.brickset.com/sets/small/322-1.jpg;https://images.brickset.com/sets/images/322-1.jpg
772;333-1;Basic Set;1981;Basic;;Basic;Normal;98.0;2.0;;;https://brickset.com/sets/333-1;https://images.brickset.com/sets/small/333-1.jpg;https://images.brickset.com/sets/images/333-1.jpg
773;355-2;Universal Building Set;1981;Basic;;Basic;Normal;181.0;2.0;;;https://brickset.com/sets/355-2;https://images.brickset.com/sets/small/355-2.jpg;https://images.brickset.com/sets/images/355-2.jpg
774;366-1;Basic Building Set;1981;Basic;;Basic;Normal;184.0;2.0;3.0;;https://brickset.com/sets/366-1;https://images.brickset.com/sets/small/366-1.jpg;https://images.brickset.com/sets/images/366-1.jpg
775;544-1;Basic Building Set, 5+;1981;Basic;;Basic;Normal;141.0;1.0;;;https://brickset.com/sets/544-1;https://images.brickset.com/sets/small/544-1.jpg;https://images.brickset.com/sets/images/544-1.jpg
776;555-2;Basic Building Set, 5+;1981;Basic;;Basic;Normal;246.0;2.0;;;https://brickset.com/sets/555-2;https://images.brickset.com/sets/small/555-2.jpg;https://images.brickset.com/sets/images/555-2.jpg
777;566-1;Basic Building Set, 5+;1981;Basic;;Basic;Normal;288.0;2.0;;;https://brickset.com/sets/566-1;https://images.brickset.com/sets/small/566-1.jpg;https://images.brickset.com/sets/images/566-1.jpg
778;577-1;Basic Building Set, 5+;1981;Basic;;Basic;Normal;384.0;2.0;;;https://brickset.com/sets/577-1;https://images.brickset.com/sets/small/577-1.jpg;https://images.brickset.com/sets/images/577-1.jpg
779;890-1;Wind-Up Motor;1981;Basic;Supplementaries;Basic;Normal;10.0;;;;https://brickset.com/sets/890-1;https://images.brickset.com/sets/small/890-1.jpg;https://images.brickset.com/sets/images/890-1.jpg
780;1060-1;Road Plates and Signs;1981;Dacta;;Educational;Normal;30.0;;;;https://brickset.com/sets/1060-1;https://images.brickset.com/sets/small/1060-1.jpg;https://images.brickset.com/sets/images/1060-1.jpg
781;1064-1;Dacta Buildings;1981;Dacta;;Educational;Normal;396.0;6.0;;;https://brickset.com/sets/1064-1;https://images.brickset.com/sets/small/1064-1.jpg;https://images.brickset.com/sets/images/1064-1.jpg
782;1134-1;Battery Wagon;1981;Service Packs;Trains;Miscellaneous;Normal;4.0;;;;https://brickset.com/sets/1134-1;;
783;1135-1; Battery Cable Kit;1981;Service Packs;Trains;Miscellaneous;Normal;13.0;;;;https://brickset.com/sets/1135-1;;
784;1136-1;Buffers, Magnetic Couplers;1981;Service Packs;Trains;Miscellaneous;Normal;6.0;;;;https://brickset.com/sets/1136-1;;
785;1137-1;Train Couplings;1981;Service Packs;Trains;Miscellaneous;Normal;4.0;;;;https://brickset.com/sets/1137-1;;
786;1138-1;Replacement Rubber Wheel Treads for Trains;1981;Service Packs;Trains;Miscellaneous;Normal;8.0;;;;https://brickset.com/sets/1138-1;;
787;1139-1;Motor-Mount Plate with Magnetic Couplers;1981;Service Packs;Trains;Miscellaneous;Normal;5.0;;;;https://brickset.com/sets/1139-1;;
788;1140-1;12V Light Bricks;1981;Service Packs;Trains;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1140-1;;
789;1141-1;Wheel Bricks with Small Red Train Wheels;1981;Service Packs;Trains;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1141-1;;
790;1142-1;Wheel Bricks with Small Black Train-Wheels;1981;Service Packs;Trains;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1142-1;;
791;1143-1;Wheel Bricks with Large Red Train Wheels;1981;Service Packs;Trains;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1143-1;;
792;1144-1;Train Baseplate;1981;Service Packs;Trains;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1144-1;;
793;1145-1; Bogie Plate;1981;Service Packs;Trains;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1145-1;;
794;1146-1;Pushrods, Cylinder Housings;1981;Service Packs;Trains;Miscellaneous;Normal;6.0;;;;https://brickset.com/sets/1146-1;;
795;1147-1;Light Prisms & Holder, Red/Yellow Light Covers;1981;Service Packs;Trains;Miscellaneous;Normal;7.0;;;;https://brickset.com/sets/1147-1;https://images.brickset.com/sets/small/1147-1.jpg;https://images.brickset.com/sets/images/1147-1.jpg
796;1215-1;Lower part of housing for 4.5V/12V train motor;1981;Service Packs;Trains;Miscellaneous;Normal;1.0;;;;https://brickset.com/sets/1215-1;https://images.brickset.com/sets/small/1215-1.jpg;https://images.brickset.com/sets/images/1215-1.jpg
797;1581-1;Silja Line Ferry;1981;Promotional;Ferries;Miscellaneous;Normal;182.0;;;;https://brickset.com/sets/1581-1;https://images.brickset.com/sets/small/1581-1.jpg;https://images.brickset.com/sets/images/1581-1.jpg
798;2330-1;Basic Set;1981;Duplo;;Pre-school;Normal;9.0;1.0;;;https://brickset.com/sets/2330-1;https://images.brickset.com/sets/small/2330-1.jpg;https://images.brickset.com/sets/images/2330-1.jpg
799;2340-1;Basic Set;1981;Duplo;;Pre-school;Normal;17.0;1.0;;;https://brickset.com/sets/2340-1;;
800;2350-1;Basic Building Set;1981;Duplo;;Pre-school;Normal;22.0;2.0;1.0;;https://brickset.com/sets/2350-1;https://images.brickset.com/sets/small/2350-1.jpg;https://images.brickset.com/sets/images/2350-1.jpg
801;2360-1;Basic Set;1981;Duplo;;Pre-school;Normal;32.0;3.0;;;https://brickset.com/sets/2360-1;;
802;2370-1;Basic Set;1981;Duplo;;Pre-school;Normal;45.0;4.0;;;https://brickset.com/sets/2370-1;;
803;2624-1;Helicopter;1981;Duplo;;Pre-school;Normal;2.0;1.0;;;https://brickset.com/sets/2624-1;;
804;2644-1;Service Station;1981;Duplo;;Pre-school;Normal;14.0;2.0;;;https://brickset.com/sets/2644-1;;
805;3601-1;Elton Elephant;1981;Fabuland;;Junior;Normal;6.0;1.0;;;https://brickset.com/sets/3601-1;https://images.brickset.com/sets/small/3601-1.jpg;https://images.brickset.com/sets/images/3601-1.jpg
806;3603-1;Boris Bulldog and Mailbox;1981;Fabuland;;Junior;Normal;5.0;1.0;;;https://brickset.com/sets/3603-1;https://images.brickset.com/sets/small/3603-1.jpg;https://images.brickset.com/sets/images/3603-1.jpg
807;3615-1;Percy Pig;1981;Fabuland;;Junior;Normal;4.0;1.0;3.0;;https://brickset.com/sets/3615-1;https://images.brickset.com/sets/small/3615-1.jpg;https://images.brickset.com/sets/images/3615-1.jpg
808;3628-1;Perry Panda and Chester Chimp;1981;Fabuland;;Junior;Normal;3.0;2.0;;;https://brickset.com/sets/3628-1;https://images.brickset.com/sets/small/3628-1.jpg;https://images.brickset.com/sets/images/3628-1.jpg
809;3629-1;Barney Bear;1981;Fabuland;;Junior;Normal;16.0;1.0;;;https://brickset.com/sets/3629-1;https://images.brickset.com/sets/small/3629-1.jpg;https://images.brickset.com/sets/images/3629-1.jpg
810;3635-1;Bonnie Bunny's Camper;1981;Fabuland;;Junior;Normal;25.0;1.0;;;https://brickset.com/sets/3635-1;https://images.brickset.com/sets/small/3635-1.jpg;https://images.brickset.com/sets/images/3635-1.jpg
811;6075-2;Castle;1981;Castle;Classic;Historical;Normal;767.0;14.0;;;https://brickset.com/sets/6075-2;https://images.brickset.com/sets/small/6075-2.jpg;https://images.brickset.com/sets/images/6075-2.jpg
812;6077-1;Knight's Procession;1981;Castle;Classic;Historical;Normal;48.0;6.0;;;https://brickset.com/sets/6077-1;https://images.brickset.com/sets/small/6077-1.jpg;https://images.brickset.com/sets/images/6077-1.jpg
813;6083-1;Knight's Joust;1981;Castle;Classic;Historical;Normal;211.0;6.0;;;https://brickset.com/sets/6083-1;https://images.brickset.com/sets/small/6083-1.jpg;https://images.brickset.com/sets/images/6083-1.jpg
814;6365-1;Summer Cottage;1981;Town;Leisure;Modern day;Normal;144.0;1.0;;;https://brickset.com/sets/6365-1;https://images.brickset.com/sets/small/6365-1.jpg;https://images.brickset.com/sets/images/6365-1.jpg
815;6382-1;Fire Station;1981;Town;Fire;Modern day;Normal;390.0;4.0;;;https://brickset.com/sets/6382-1;https://images.brickset.com/sets/small/6382-1.jpg;https://images.brickset.com/sets/images/6382-1.jpg
816;6383-1;Public Works Center;1981;Town;Maintenance;Modern day;Normal;421.0;4.0;;;https://brickset.com/sets/6383-1;https://images.brickset.com/sets/small/6383-1.jpg;https://images.brickset.com/sets/images/6383-1.jpg
817;6600-1;Police Patrol;1981;Town;Classic;Modern day;Normal;23.0;1.0;;;https://brickset.com/sets/6600-1;https://images.brickset.com/sets/small/6600-1.jpg;https://images.brickset.com/sets/images/6600-1.jpg
818;6602-1;Fire Unit I;1981;Town;Classic;Modern day;Normal;29.0;1.0;;;https://brickset.com/sets/6602-1;https://images.brickset.com/sets/small/6602-1.jpg;https://images.brickset.com/sets/images/6602-1.jpg
819;6610-1;Gas Pumps;1981;Town;Shops and Services;Modern day;Normal;29.0;1.0;;;https://brickset.com/sets/6610-1;https://images.brickset.com/sets/small/6610-1.jpg;https://images.brickset.com/sets/images/6610-1.jpg
820;6611-1;Fire Chief's Car;1981;Town;Fire;Modern day;Normal;20.0;1.0;;;https://brickset.com/sets/6611-1;https://images.brickset.com/sets/small/6611-1.jpg;https://images.brickset.com/sets/images/6611-1.jpg
821;6626-1;Rescue Helicopter;1981;Town;Classic;Modern day;Normal;37.0;;;;https://brickset.com/sets/6626-1;https://images.brickset.com/sets/small/6626-1.jpg;https://images.brickset.com/sets/images/6626-1.jpg
822;6628-1;Shell Tow Truck;1981;Town;Vehicles;Modern day;Normal;38.0;;;;https://brickset.com/sets/6628-1;https://images.brickset.com/sets/small/6628-1.jpg;https://images.brickset.com/sets/images/6628-1.jpg
823;6629-1;Ambulance;1981;Town;Medical;Modern day;Normal;39.0;1.0;;;https://brickset.com/sets/6629-1;https://images.brickset.com/sets/small/6629-1.jpg;https://images.brickset.com/sets/images/6629-1.jpg
824;6630-1;Bucket Loader;1981;Town;Construction;Modern day;Normal;34.0;1.0;;;https://brickset.com/sets/6630-1;https://images.brickset.com/sets/small/6630-1.jpg;https://images.brickset.com/sets/images/6630-1.jpg
825;6650-1;Fire and Rescue Van;1981;Town;Fire;Modern day;Normal;46.0;1.0;;;https://brickset.com/sets/6650-1;https://images.brickset.com/sets/small/6650-1.jpg;https://images.brickset.com/sets/images/6650-1.jpg
826;6680-1;Ambulance;1981;Town;Medical;Modern day;Normal;63.0;2.0;;;https://brickset.com/sets/6680-1;https://images.brickset.com/sets/small/6680-1.jpg;https://images.brickset.com/sets/images/6680-1.jpg
827;6681-1;Police Van;1981;Town;Police;Modern day;Normal;82.0;1.0;;;https://brickset.com/sets/6681-1;https://images.brickset.com/sets/small/6681-1.jpg;https://images.brickset.com/sets/images/6681-1.jpg
828;6691-1;Red Cross Helicopter;1981;Town;Medical;Modern day;Normal;107.0;2.0;;;https://brickset.com/sets/6691-1;https://images.brickset.com/sets/small/6691-1.jpg;https://images.brickset.com/sets/images/6691-1.jpg
829;6801-1;Moon Buggy;1981;Space;Classic;Action/Adventure;Normal;22.0;1.0;;;https://brickset.com/sets/6801-1;https://images.brickset.com/sets/small/6801-1.jpg;https://images.brickset.com/sets/images/6801-1.jpg
830;6822-1;Space Digger;1981;Space;Classic;Action/Adventure;Normal;33.0;1.0;;;https://brickset.com/sets/6822-1;https://images.brickset.com/sets/small/6822-1.jpg;https://images.brickset.com/sets/images/6822-1.jpg
831;6842-1;Small Space Shuttle Craft;1981;Space;Classic;Action/Adventure;Normal;46.0;1.0;;;https://brickset.com/sets/6842-1;https://images.brickset.com/sets/small/6842-1.jpg;https://images.brickset.com/sets/images/6842-1.jpg
832;6870-1;Space Probe Launcher;1981;Space;Classic;Action/Adventure;Normal;52.0;1.0;;;https://brickset.com/sets/6870-1;https://images.brickset.com/sets/small/6870-1.jpg;https://images.brickset.com/sets/images/6870-1.jpg
833;6927-1;All-Terrain Vehicle;1981;Space;Classic;Action/Adventure;Normal;170.0;2.0;;;https://brickset.com/sets/6927-1;https://images.brickset.com/sets/small/6927-1.jpg;https://images.brickset.com/sets/images/6927-1.jpg
834;6929-1;Starfleet Voyager;1981;Space;Classic;Action/Adventure;Normal;242.0;1.0;;;https://brickset.com/sets/6929-1;https://images.brickset.com/sets/small/6929-1.jpg;https://images.brickset.com/sets/images/6929-1.jpg
835;7725-1;Electric Passenger Train Set;1981;Trains;4.5/12V;Modern day;Normal;485.0;1.0;;;https://brickset.com/sets/7725-1;https://images.brickset.com/sets/small/7725-1.jpg;https://images.brickset.com/sets/images/7725-1.jpg
836;7777-1;Trains Ideas Book;1981;Books;LEGO;Miscellaneous;Book;;;;;https://brickset.com/sets/7777-1;https://images.brickset.com/sets/small/7777-1.jpg;https://images.brickset.com/sets/images/7777-1.jpg
837;7862-1;Remote Controlled Decoupling and Signal 12V;1981;Trains;4.5/12V;Modern day;Normal;16.0;;;;https://brickset.com/sets/7862-1;https://images.brickset.com/sets/small/7862-1.jpg;https://images.brickset.com/sets/images/7862-1.jpg
838;8710-1;Technical Elements;1981;Technic;Supplementary;Technical;Normal;124.0;;;;https://brickset.com/sets/8710-1;https://images.brickset.com/sets/small/8710-1.jpg;https://images.brickset.com/sets/images/8710-1.jpg
839;8844-1;Helicopter;1981;Technic;;Technical;Normal;316.0;;;;https://brickset.com/sets/8844-1;https://images.brickset.com/sets/small/8844-1.jpg;https://images.brickset.com/sets/images/8844-1.jpg
840;8845-1;Dune Buggy;1981;Technic;;Technical;Normal;174.0;;;;https://brickset.com/sets/8845-1;https://images.brickset.com/sets/small/8845-1.jpg;https://images.brickset.com/sets/images/8845-1.jpg
841;8848-1;Power Truck;1981;Technic;;Technical;Normal;398.0;;;;https://brickset.com/sets/8848-1;https://images.brickset.com/sets/small/8848-1.jpg;https://images.brickset.com/sets/images/8848-1.jpg
842;8859-1;Tractor;1981;Technic;;Technical;Normal;610.0;;;;https://brickset.com/sets/8859-1;https://images.brickset.com/sets/small/8859-1.jpg;https://images.brickset.com/sets/images/8859-1.jpg
843;14-1;Space Mini-Figures;1982;Space;Classic;Action/Adventure;Normal;24.0;4.0;;;https://brickset.com/sets/14-1;https://images.brickset.com/sets/small/14-1.jpg;https://images.brickset.com/sets/images/14-1.jpg
844;599-1;Basic Building Set, 5+;1982;Basic;;Basic;Normal;748.0;3.0;;;https://brickset.com/sets/599-1;https://images.brickset.com/sets/small/599-1.jpg;https://images.brickset.com/sets/images/599-1.jpg
845;1030-1;Technic I Simple Machines Set;1982;Dacta;Technic;Educational;Normal;178.0;;;;https://brickset.com/sets/1030-1;https://images.brickset.com/sets/small/1030-1.jpg;https://images.brickset.com/sets/images/1030-1.jpg
846;1066-1;Little People with Accessories;1982;Dacta;Town;Educational;Normal;138.0;36.0;;;https://brickset.com/sets/1066-1;https://images.brickset.com/sets/small/1066-1.jpg;https://images.brickset.com/sets/images/1066-1.jpg
847;1082-1;Roof Bricks;1982;Dacta;;Educational;Normal;336.0;;;;https://brickset.com/sets/1082-1;https://images.brickset.com/sets/small/1082-1.jpg;https://images.brickset.com/sets/images/1082-1.jpg
848;1201-1;Hooks;1982;Service Packs;;Miscellaneous;Normal;;;;;https://brickset.com/sets/1201-1;;
849;1205-1;Keys for wind-up motor;1982;Service Packs;;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1205-1;https://images.brickset.com/sets/small/1205-1.jpg;https://images.brickset.com/sets/images/1205-1.jpg
850;1209-1;{Fences and Gates};1982;Service Packs;;Miscellaneous;Normal;10.0;;;;https://brickset.com/sets/1209-1;https://images.brickset.com/sets/small/1209-1.jpg;https://images.brickset.com/sets/images/1209-1.jpg
851;1211-1;Space Stands and Brackets;1982;Service Packs;Space;Miscellaneous;Normal;8.0;;;;https://brickset.com/sets/1211-1;;
852;1212-1;Rocket tops;1982;Service Packs;;Miscellaneous;Normal;6.0;;;;https://brickset.com/sets/1212-1;;
853;1213-1;Space Radar Disks;1982;Service Packs;;Miscellaneous;Normal;5.0;;;;https://brickset.com/sets/1213-1;;
854;1221-1;Yellow beams;1982;Service Packs;Technic;Miscellaneous;Normal;8.0;;;;https://brickset.com/sets/1221-1;;
855;1222-1;Blue beams;1982;Service Packs;Technic;Miscellaneous;Normal;8.0;;;;https://brickset.com/sets/1222-1;;
856;1223-1;Black beams;1982;Service Packs;Technic;Miscellaneous;Normal;8.0;;;;https://brickset.com/sets/1223-1;;
857;1224-1;Red beams;1982;Service Packs;Technic;Miscellaneous;Normal;8.0;;;;https://brickset.com/sets/1224-1;;
858;1226-1;Tractor wheels and tyres;1982;Service Packs;;Miscellaneous;Normal;12.0;;;;https://brickset.com/sets/1226-1;https://images.brickset.com/sets/small/1226-1.jpg;https://images.brickset.com/sets/images/1226-1.jpg
859;1229-1;Chain links;1982;Service Packs;;Miscellaneous;Normal;70.0;;;;https://brickset.com/sets/1229-1;https://images.brickset.com/sets/small/1229-1.jpg;https://images.brickset.com/sets/images/1229-1.jpg
860;1590-2;Breakdown Assistance;1982;Town;Special;Modern day;Normal;233.0;4.0;;;https://brickset.com/sets/1590-2;https://images.brickset.com/sets/small/1590-2.jpg;https://images.brickset.com/sets/images/1590-2.jpg
861;1600-1;Pampers Gift Pack;1982;Duplo;;Pre-school;Normal;5.0;1.0;;;https://brickset.com/sets/1600-1;https://images.brickset.com/sets/small/1600-1.jpg;https://images.brickset.com/sets/images/1600-1.jpg
862;1656-2;Viking Line Ferry;1982;Promotional;Ferries;Miscellaneous;Normal;244.0;;;;https://brickset.com/sets/1656-2;https://images.brickset.com/sets/small/1656-2.jpg;https://images.brickset.com/sets/images/1656-2.jpg
863;1658-1;Viking Line Ferry 'Viking Saga';1982;Promotional;Ferries;Miscellaneous;Normal;207.0;;;;https://brickset.com/sets/1658-1;https://images.brickset.com/sets/small/1658-1.jpg;https://images.brickset.com/sets/images/1658-1.jpg
864;1905-1;Mini Building Set;1982;Basic;;Basic;Normal;36.0;;;;https://brickset.com/sets/1905-1;https://images.brickset.com/sets/small/1905-1.jpg;https://images.brickset.com/sets/images/1905-1.jpg
865;1910-1;3+ Building Set;1982;Basic;;Basic;Normal;85.0;;;;https://brickset.com/sets/1910-1;https://images.brickset.com/sets/small/1910-1.jpg;https://images.brickset.com/sets/images/1910-1.jpg
866;1920-1;Promo Basic Set;1982;Basic;;Basic;Normal;115.0;;;;https://brickset.com/sets/1920-1;https://images.brickset.com/sets/small/1920-1.jpg;https://images.brickset.com/sets/images/1920-1.jpg
867;1922-2;Basic Building Set with Storage Case;1982;Basic;;Basic;Normal;52.0;;;;https://brickset.com/sets/1922-2;https://images.brickset.com/sets/small/1922-2.jpg;https://images.brickset.com/sets/images/1922-2.jpg
868;2302-1;Building Plate Red;1982;Duplo;;Pre-school;Normal;1.0;;;;https://brickset.com/sets/2302-1;;
869;2306-2;Supplementary Bricks;1982;Duplo;;Pre-school;Normal;18.0;;;;https://brickset.com/sets/2306-2;https://images.brickset.com/sets/small/2306-2.jpg;https://images.brickset.com/sets/images/2306-2.jpg
870;2308-1;Basic Set;1982;Duplo;;Pre-school;Normal;25.0;;;;https://brickset.com/sets/2308-1;;
871;2622-1;Little Plane;1982;Duplo;;Pre-school;Normal;2.0;1.0;;;https://brickset.com/sets/2622-1;;
872;2635-1;Fire Engine;1982;Duplo;;Pre-school;Normal;4.0;1.0;;;https://brickset.com/sets/2635-1;;
873;2641-1;Barnyard;1982;Duplo;;Pre-school;Normal;21.0;1.0;;;https://brickset.com/sets/2641-1;;
874;2642-1;Living Room;1982;Duplo;;Pre-school;Normal;26.0;4.0;;;https://brickset.com/sets/2642-1;;
875;2648-1;Play-Box Home and Garage;1982;Duplo;;Pre-school;Normal;18.0;2.0;;;https://brickset.com/sets/2648-1;;
876;3654-1;Lisa Lamb's House;1982;Fabuland;;Junior;Normal;32.0;1.0;;;https://brickset.com/sets/3654-1;https://images.brickset.com/sets/small/3654-1.jpg;https://images.brickset.com/sets/images/3654-1.jpg
