;set_id;name;year;theme;subtheme;themeGroup;category;pieces;minifigs;agerange_min;US_retailPrice;bricksetURL;thumbnailURL;imageURL
6577;8701-1;King Jayko;2006;Castle;Knights' Kingdom II;Historical;Normal;130.0;;;;https://brickset.com/sets/8701-1;https://images.brickset.com/sets/small/8701-1.jpg;https://images.brickset.com/sets/images/8701-1.jpg
6578;8702-1;Lord Vladek;2006;Castle;Knights' Kingdom II;Historical;Normal;112.0;;;;https://brickset.com/sets/8702-1;https://images.brickset.com/sets/small/8702-1.jpg;https://images.brickset.com/sets/images/8702-1.jpg
6579;8703-1;Sir Kentis;2006;Castle;Knights' Kingdom II;Historical;Normal;43.0;;;;https://brickset.com/sets/8703-1;https://images.brickset.com/sets/small/8703-1.jpg;https://images.brickset.com/sets/images/8703-1.jpg
6580;8704-1;Sir Adric;2006;Castle;Knights' Kingdom II;Historical;Normal;40.0;;;;https://brickset.com/sets/8704-1;https://images.brickset.com/sets/small/8704-1.jpg;https://images.brickset.com/sets/images/8704-1.jpg
6581;8705-1;Dracus;2006;Castle;Knights' Kingdom II;Historical;Normal;38.0;;;9.99;https://brickset.com/sets/8705-1;https://images.brickset.com/sets/small/8705-1.jpg;https://images.brickset.com/sets/images/8705-1.jpg
6582;8706-1;Karzon;2006;Castle;Knights' Kingdom II;Historical;Normal;44.0;;;9.99;https://brickset.com/sets/8706-1;https://images.brickset.com/sets/small/8706-1.jpg;https://images.brickset.com/sets/images/8706-1.jpg
6583;8719-1;Zamor Spheres;2006;Bionicle;Accessories;Constraction;Normal;10.0;;;;https://brickset.com/sets/8719-1;https://images.brickset.com/sets/small/8719-1.jpg;https://images.brickset.com/sets/images/8719-1.jpg
6584;8721-1;Velika;2006;Bionicle;Matoran;Constraction;Normal;21.0;;7.0;;https://brickset.com/sets/8721-1;https://images.brickset.com/sets/small/8721-1.jpg;https://images.brickset.com/sets/images/8721-1.jpg
6585;8722-1;Kazi;2006;Bionicle;Matoran;Constraction;Normal;25.0;;7.0;;https://brickset.com/sets/8722-1;https://images.brickset.com/sets/small/8722-1.jpg;https://images.brickset.com/sets/images/8722-1.jpg
6586;8723-1;Piruk;2006;Bionicle;Matoran;Constraction;Normal;27.0;;7.0;;https://brickset.com/sets/8723-1;https://images.brickset.com/sets/small/8723-1.jpg;https://images.brickset.com/sets/images/8723-1.jpg
6587;8724-1;Garan;2006;Bionicle;Matoran;Constraction;Normal;21.0;;7.0;;https://brickset.com/sets/8724-1;https://images.brickset.com/sets/small/8724-1.jpg;https://images.brickset.com/sets/images/8724-1.jpg
6588;8725-1;Balta;2006;Bionicle;Matoran;Constraction;Normal;22.0;;;;https://brickset.com/sets/8725-1;https://images.brickset.com/sets/small/8725-1.jpg;https://images.brickset.com/sets/images/8725-1.jpg
6589;8726-1;Dalu;2006;Bionicle;Matoran;Constraction;Normal;25.0;;7.0;;https://brickset.com/sets/8726-1;https://images.brickset.com/sets/small/8726-1.jpg;https://images.brickset.com/sets/images/8726-1.jpg
6590;8727-1;Toa Jaller;2006;Bionicle;Toa Inika;Constraction;Normal;46.0;;7.0;10.0;https://brickset.com/sets/8727-1;https://images.brickset.com/sets/small/8727-1.jpg;https://images.brickset.com/sets/images/8727-1.jpg
6591;8728-1;Toa Hahli;2006;Bionicle;Toa Inika;Constraction;Normal;46.0;;;9.99;https://brickset.com/sets/8728-1;https://images.brickset.com/sets/small/8728-1.jpg;https://images.brickset.com/sets/images/8728-1.jpg
6592;8729-1;Toa Nuparu;2006;Bionicle;Toa Inika;Constraction;Normal;54.0;;;9.99;https://brickset.com/sets/8729-1;https://images.brickset.com/sets/small/8729-1.jpg;https://images.brickset.com/sets/images/8729-1.jpg
6593;8730-1;Toa Hewkii;2006;Bionicle;Toa Inika;Constraction;Normal;62.0;;7.0;;https://brickset.com/sets/8730-1;https://images.brickset.com/sets/small/8730-1.jpg;https://images.brickset.com/sets/images/8730-1.jpg
6594;8731-1;Toa Kongu;2006;Bionicle;Toa Inika;Constraction;Normal;46.0;;7.0;9.99;https://brickset.com/sets/8731-1;https://images.brickset.com/sets/small/8731-1.jpg;https://images.brickset.com/sets/images/8731-1.jpg
6595;8732-1;Toa Matoro;2006;Bionicle;Toa Inika;Constraction;Normal;46.0;;7.0;;https://brickset.com/sets/8732-1;https://images.brickset.com/sets/small/8732-1.jpg;https://images.brickset.com/sets/images/8732-1.jpg
6596;8733-1;Axonn;2006;Bionicle;Warriors;Constraction;Normal;196.0;;8.0;;https://brickset.com/sets/8733-1;https://images.brickset.com/sets/small/8733-1.jpg;https://images.brickset.com/sets/images/8733-1.jpg
6597;8734-1;Brutaka;2006;Bionicle;Warriors;Constraction;Normal;193.0;;8.0;;https://brickset.com/sets/8734-1;https://images.brickset.com/sets/small/8734-1.jpg;https://images.brickset.com/sets/images/8734-1.jpg
6598;8764-1;Vezon & Fenrakk;2006;Bionicle;Warriors;Constraction;Normal;281.0;;8.0;;https://brickset.com/sets/8764-1;https://images.brickset.com/sets/small/8764-1.jpg;https://images.brickset.com/sets/images/8764-1.jpg
6599;8813-1;Battle at the Pass;2006;Castle;Knights' Kingdom II;Historical;Normal;381.0;11.0;;;https://brickset.com/sets/8813-1;https://images.brickset.com/sets/small/8813-1.jpg;https://images.brickset.com/sets/images/8813-1.jpg
6600;8821-1;Rogue Knight Battleship;2006;Castle;Knights' Kingdom II;Historical;Normal;152.0;3.0;;;https://brickset.com/sets/8821-1;https://images.brickset.com/sets/small/8821-1.jpg;https://images.brickset.com/sets/images/8821-1.jpg
6601;8822-1;Gargoyle Bridge;2006;Castle;Knights' Kingdom II;Historical;Normal;250.0;3.0;;;https://brickset.com/sets/8822-1;https://images.brickset.com/sets/small/8822-1.jpg;https://images.brickset.com/sets/images/8822-1.jpg
6602;8823-1;Mistlands Tower;2006;Castle;Knights' Kingdom II;Historical;Normal;431.0;6.0;;;https://brickset.com/sets/8823-1;https://images.brickset.com/sets/small/8823-1.jpg;https://images.brickset.com/sets/images/8823-1.jpg
6603;8892-1;Piraka Outpost;2006;Bionicle;Playsets;Constraction;Normal;211.0;4.0;7.0;;https://brickset.com/sets/8892-1;https://images.brickset.com/sets/small/8892-1.jpg;https://images.brickset.com/sets/images/8892-1.jpg
6604;8893-1;Lava Chamber Gate;2006;Bionicle;Playsets;Constraction;Normal;373.0;8.0;7.0;39.99;https://brickset.com/sets/8893-1;https://images.brickset.com/sets/small/8893-1.jpg;https://images.brickset.com/sets/images/8893-1.jpg
6605;8894-1;Piraka Stronghold;2006;Bionicle;Playsets;Constraction;Normal;648.0;12.0;8.0;;https://brickset.com/sets/8894-1;https://images.brickset.com/sets/small/8894-1.jpg;https://images.brickset.com/sets/images/8894-1.jpg
6606;8900-1;Reidak;2006;Bionicle;Piraka;Constraction;Normal;41.0;;7.0;;https://brickset.com/sets/8900-1;https://images.brickset.com/sets/small/8900-1.jpg;https://images.brickset.com/sets/images/8900-1.jpg
6607;8901-1;Hakann;2006;Bionicle;Piraka;Constraction;Normal;42.0;;7.0;;https://brickset.com/sets/8901-1;https://images.brickset.com/sets/small/8901-1.jpg;https://images.brickset.com/sets/images/8901-1.jpg
6608;8902-1;Vezok;2006;Bionicle;Piraka;Constraction;Normal;41.0;;7.0;;https://brickset.com/sets/8902-1;https://images.brickset.com/sets/small/8902-1.jpg;https://images.brickset.com/sets/images/8902-1.jpg
6609;8903-1;Zaktan;2006;Bionicle;Piraka;Constraction;Normal;41.0;;7.0;;https://brickset.com/sets/8903-1;https://images.brickset.com/sets/small/8903-1.jpg;https://images.brickset.com/sets/images/8903-1.jpg
6610;8904-1;Avak;2006;Bionicle;Piraka;Constraction;Normal;41.0;;7.0;;https://brickset.com/sets/8904-1;https://images.brickset.com/sets/small/8904-1.jpg;https://images.brickset.com/sets/images/8904-1.jpg
6611;8905-1;Thok;2006;Bionicle;Piraka;Constraction;Normal;42.0;;7.0;;https://brickset.com/sets/8905-1;https://images.brickset.com/sets/small/8905-1.jpg;https://images.brickset.com/sets/images/8905-1.jpg
6612;9211-1;Community Transport Set;2006;Education;Duplo;Educational;Normal;61.0;8.0;2.0;;https://brickset.com/sets/9211-1;https://images.brickset.com/sets/small/9211-1.jpg;https://images.brickset.com/sets/images/9211-1.jpg
6613;9212-1;Push Train Set;2006;Education;Duplo;Educational;Normal;129.0;3.0;;;https://brickset.com/sets/9212-1;https://images.brickset.com/sets/small/9212-1.jpg;https://images.brickset.com/sets/images/9212-1.jpg
6614;9224-1;Community People Set;2006;Education;Duplo;Educational;Normal;20.0;20.0;;;https://brickset.com/sets/9224-1;https://images.brickset.com/sets/small/9224-1.jpg;https://images.brickset.com/sets/images/9224-1.jpg
6615;9240-1;Fire Rescue Services Set;2006;Education;Duplo;Educational;Normal;129.0;4.0;;;https://brickset.com/sets/9240-1;https://images.brickset.com/sets/small/9240-1.jpg;https://images.brickset.com/sets/images/9240-1.jpg
6616;9247-2;Community Workers;2006;Education;;Educational;Normal;235.0;31.0;;49.99;https://brickset.com/sets/9247-2;https://images.brickset.com/sets/small/9247-2.jpg;https://images.brickset.com/sets/images/9247-2.jpg
6617;9321-1;World Transport Services Set;2006;Education;;Educational;Normal;1219.0;10.0;;;https://brickset.com/sets/9321-1;https://images.brickset.com/sets/small/9321-1.jpg;https://images.brickset.com/sets/images/9321-1.jpg
6618;9763-1;Nano Quest Challenge Kit;2006;Education;FIRST LEGO League Challenge;Educational;Normal;1514.0;2.0;9.0;;https://brickset.com/sets/9763-1;;
6619;9798-1;Rechargeable Battery;2006;Mindstorms;NXT;Technical;Normal;1.0;;;54.99;https://brickset.com/sets/9798-1;https://images.brickset.com/sets/small/9798-1.jpg;https://images.brickset.com/sets/images/9798-1.jpg
6620;9833-2;Transformer;2006;Mindstorms;NXT;Technical;Normal;1.0;;;23.99;https://brickset.com/sets/9833-2;https://images.brickset.com/sets/small/9833-2.jpg;https://images.brickset.com/sets/images/9833-2.jpg
6621;9840-1;Storage Solution (6 Pack);2006;Education;Storage;Educational;Normal;12.0;;;;https://brickset.com/sets/9840-1;https://images.brickset.com/sets/small/9840-1.jpg;https://images.brickset.com/sets/images/9840-1.jpg
6622;9841-1;NXT Intelligent Brick;2006;Mindstorms;NXT;Technical;Normal;1.0;;;169.99;https://brickset.com/sets/9841-1;https://images.brickset.com/sets/small/9841-1.jpg;https://images.brickset.com/sets/images/9841-1.jpg
6623;9842-1;Interactive Servo Motor;2006;Mindstorms;NXT;Technical;Normal;1.0;;;24.99;https://brickset.com/sets/9842-1;https://images.brickset.com/sets/small/9842-1.jpg;https://images.brickset.com/sets/images/9842-1.jpg
6624;9843-1;Touch Sensor;2006;Mindstorms;NXT;Technical;Normal;1.0;;;24.99;https://brickset.com/sets/9843-1;https://images.brickset.com/sets/small/9843-1.jpg;https://images.brickset.com/sets/images/9843-1.jpg
6625;9844-1;Light Sensor;2006;Mindstorms;NXT;Technical;Normal;1.0;;;24.99;https://brickset.com/sets/9844-1;https://images.brickset.com/sets/small/9844-1.jpg;https://images.brickset.com/sets/images/9844-1.jpg
6626;9845-1;Sound Sensor;2006;Mindstorms;NXT;Technical;Normal;1.0;;;34.99;https://brickset.com/sets/9845-1;https://images.brickset.com/sets/small/9845-1.jpg;https://images.brickset.com/sets/images/9845-1.jpg
6627;9846-1;Ultrasonic Sensor;2006;Mindstorms;NXT;Technical;Normal;1.0;;;39.99;https://brickset.com/sets/9846-1;https://images.brickset.com/sets/small/9846-1.jpg;https://images.brickset.com/sets/images/9846-1.jpg
6628;9847-1;Bluetooth Dongle;2006;Mindstorms;NXT;Technical;Normal;1.0;;;32.5;https://brickset.com/sets/9847-1;https://images.brickset.com/sets/small/9847-1.jpg;https://images.brickset.com/sets/images/9847-1.jpg
6629;10106-1;LEGO Snowflake;2006;Seasonal;Christmas;Miscellaneous;Normal;105.0;;;;https://brickset.com/sets/10106-1;https://images.brickset.com/sets/small/10106-1.jpg;https://images.brickset.com/sets/images/10106-1.jpg
6630;10173-1;Holiday Train;2006;Advanced models;Trains;Model making;Normal;965.0;7.0;;89.99;https://brickset.com/sets/10173-1;https://images.brickset.com/sets/small/10173-1.jpg;https://images.brickset.com/sets/images/10173-1.jpg
6631;10174-1;Imperial AT-ST;2006;Star Wars;Ultimate Collector Series;Licensed;Normal;1068.0;;14.0;79.99;https://brickset.com/sets/10174-1;https://images.brickset.com/sets/small/10174-1.jpg;https://images.brickset.com/sets/images/10174-1.jpg
6632;10175-1;Vader's TIE Advanced;2006;Star Wars;Ultimate Collector Series;Licensed;Normal;1212.0;;14.0;99.99;https://brickset.com/sets/10175-1;https://images.brickset.com/sets/small/10175-1.jpg;https://images.brickset.com/sets/images/10175-1.jpg
6633;10176-1;King's Castle;2006;Castle;Knights' Kingdom II;Historical;Normal;869.0;12.0;8.0;99.99;https://brickset.com/sets/10176-1;https://images.brickset.com/sets/small/10176-1.jpg;https://images.brickset.com/sets/images/10176-1.jpg
6634;10177-1;Boeing 787 Dreamliner;2006;Advanced models;Aircraft;Model making;Normal;1197.0;;10.0;79.99;https://brickset.com/sets/10177-1;https://images.brickset.com/sets/small/10177-1.jpg;https://images.brickset.com/sets/images/10177-1.jpg
6635;10204-1;Vezon & Kardas;2006;Bionicle;Warriors;Constraction;Collection;670.0;;;;https://brickset.com/sets/10204-1;https://images.brickset.com/sets/small/10204-1.jpg;https://images.brickset.com/sets/images/10204-1.jpg
6636;66116-1;City Emergency Service Vehicles (Multipack);2006;City;Product Collection;Modern day;Collection;618.0;;;;https://brickset.com/sets/66116-1;https://images.brickset.com/sets/small/66116-1.jpg;https://images.brickset.com/sets/images/66116-1.jpg
6637;66131-1;Bonus/Value Pack;2006;Bionicle;Product Collection;Constraction;Collection;68.0;;;;https://brickset.com/sets/66131-1;;
6638;66142-1;Bonus/Value Pack;2006;Star Wars;Product Collection;Licensed;Collection;302.0;;;;https://brickset.com/sets/66142-1;;
6639;66145-1;Bonus/Value Pack;2006;Exo-Force;Product Collection;Action/Adventure;Collection;360.0;;;;https://brickset.com/sets/66145-1;https://images.brickset.com/sets/small/66145-1.jpg;https://images.brickset.com/sets/images/66145-1.jpg
6640;66146-1;Bonus/Value Pack;2006;Exo-Force;Product Collection;Action/Adventure;Collection;374.0;;;;https://brickset.com/sets/66146-1;https://images.brickset.com/sets/small/66146-1.jpg;https://images.brickset.com/sets/images/66146-1.jpg
6641;66147-1;Bonus/Value Pack;2006;Bionicle;Product Collection;Constraction;Collection;92.0;;;;https://brickset.com/sets/66147-1;https://images.brickset.com/sets/small/66147-1.jpg;https://images.brickset.com/sets/images/66147-1.jpg
6642;66148-1;Bonus/Value Pack;2006;Bionicle;Product Collection;Constraction;Collection;92.0;;;;https://brickset.com/sets/66148-1;https://images.brickset.com/sets/small/66148-1.jpg;https://images.brickset.com/sets/images/66148-1.jpg
6643;66150-1;Bonus/Value Pack;2006;Star Wars;Product Collection;Licensed;Collection;396.0;;;;https://brickset.com/sets/66150-1;;
6644;66151-1;Bonus/Value Pack;2006;Duplo;Product Collection;Pre-school;Collection;171.0;;;;https://brickset.com/sets/66151-1;;
6645;66156-1;City Airport Exclusive Pack;2006;City;Product Collection;Modern day;Collection;1123.0;;;;https://brickset.com/sets/66156-1;https://images.brickset.com/sets/small/66156-1.jpg;https://images.brickset.com/sets/images/66156-1.jpg
6646;66157-1;Bonus/Value Pack;2006;Bionicle;Product Collection;Constraction;Collection;124.0;;;;https://brickset.com/sets/66157-1;https://images.brickset.com/sets/small/66157-1.jpg;https://images.brickset.com/sets/images/66157-1.jpg
6647;66158-1;Bonus/Value Pack;2006;Bionicle;Product Collection;Constraction;Collection;124.0;;;;https://brickset.com/sets/66158-1;;
6648;66166-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;549.0;;;;https://brickset.com/sets/66166-1;;
6649;66167-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;474.0;;;;https://brickset.com/sets/66167-1;;
6650;66168-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;785.0;;;;https://brickset.com/sets/66168-1;;
6651;66169-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;245.0;;;;https://brickset.com/sets/66169-1;;
6652;66170-1;Bonus/Value Pack;2006;Bionicle;Product Collection;Constraction;Collection;242.0;;;;https://brickset.com/sets/66170-1;;
6653;66179-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;141.0;;;;https://brickset.com/sets/66179-1;;
6654;66181-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;433.0;;;;https://brickset.com/sets/66181-1;;
6655;66184-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;141.0;;;;https://brickset.com/sets/66184-1;;
6656;66200-1;Bonus/Value Pack;2006;Exo-Force;Product Collection;Action/Adventure;Collection;557.0;;;;https://brickset.com/sets/66200-1;;
6657;66213-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;426.0;;;;https://brickset.com/sets/66213-1;;
6658;66214-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;667.0;;;;https://brickset.com/sets/66214-1;;
6659;66218-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;223.0;;;;https://brickset.com/sets/66218-1;;
6660;66219-1;Bonus/Value Pack;2006;Creator;Product Collection;Model making;Collection;209.0;;;;https://brickset.com/sets/66219-1;;
6661;66221-1;Bonus/Value Pack;2006;Star Wars;Product Collection;Licensed;Collection;437.0;;;;https://brickset.com/sets/66221-1;https://images.brickset.com/sets/small/66221-1.jpg;https://images.brickset.com/sets/images/66221-1.jpg
6662;66248-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;525.0;;;;https://brickset.com/sets/66248-1;;
6663;66266-1;Bonus/Value Pack;2006;City;Product Collection;Modern day;Collection;118.0;;;;https://brickset.com/sets/66266-1;;
6664;253257-1;BIONICLE Towel Toa Hordika;2006;Gear;Housewares;Miscellaneous;Gear;;;;;https://brickset.com/sets/253257-1;https://images.brickset.com/sets/small/253257-1.jpg;https://images.brickset.com/sets/images/253257-1.jpg
6665;850150-1;Santa Claus Classic Key Chain;2006;Gear;Key Chains/Seasonal;Miscellaneous;Gear;;;;5.99;https://brickset.com/sets/850150-1;https://images.brickset.com/sets/small/850150-1.jpg;https://images.brickset.com/sets/images/850150-1.jpg
6666;850373-1;Lunchbox Black;2006;Gear;Housewares;Miscellaneous;Gear;;;;;https://brickset.com/sets/850373-1;https://images.brickset.com/sets/small/850373-1.jpg;https://images.brickset.com/sets/images/850373-1.jpg
6667;850374-1;Lunchbox Blue;2006;Gear;Housewares;Miscellaneous;Gear;;;;;https://brickset.com/sets/850374-1;https://images.brickset.com/sets/small/850374-1.jpg;https://images.brickset.com/sets/images/850374-1.jpg
6668;850376-1;Lunchbox Green;2006;Gear;Housewares;Miscellaneous;Gear;;;;;https://brickset.com/sets/850376-1;;
6669;850377-1;Lunchbox Purple;2006;Gear;Housewares;Miscellaneous;Gear;;;;;https://brickset.com/sets/850377-1;https://images.brickset.com/sets/small/850377-1.jpg;https://images.brickset.com/sets/images/850377-1.jpg
6670;851538-1;Agent Keychain;2006;Gear;Key Chains/World City;Miscellaneous;Gear;;;;;https://brickset.com/sets/851538-1;https://images.brickset.com/sets/small/KC915-1.jpg;https://images.brickset.com/sets/images/KC915-1.jpg
6671;851592-1;Piraka Keyring with Light;2006;Gear;Lights;Miscellaneous;Gear;;;;;https://brickset.com/sets/851592-1;https://images.brickset.com/sets/small/4294187-1.jpg;https://images.brickset.com/sets/images/4294187-1.jpg
6672;851683-1;Imperial Royal Guard;2006;Gear;Key Chains/Star Wars;Miscellaneous;Gear;;;;4.99;https://brickset.com/sets/851683-1;https://images.brickset.com/sets/small/851683-1.jpg;https://images.brickset.com/sets/images/851683-1.jpg
